entryid,cityid,stationid,timeid,weathercondition,temperature,humidity,windspeed,visibility,airpressure,dataqualityindicator,remarks,pollutionmetricid,meteorologicalmetricid
7866,2,13,91,Cloudy,14.68,40.75,8.83,46.88,976.65,Very Poor,"Too most realize when. Medical simple heavy young. Outside I describe rise.
Painting best certainly anyone system leg. Five others PM arm cup front government dinner. Stuff past board.",2,6
7867,6,2,45,Cloudy,-4.1,15.42,16.65,32.68,900.95,Hazardous,"Toward police yeah name policy imagine inside.
Anyone store better six water. Popular if can manager water.",2,10
7868,6,9,97,Clear,20.99,62.14,7.43,20.99,974.36,Poor,"Wide now suggest plant.
Bank price yard direction system. Early degree couple friend arm approach score. Culture likely three lawyer no citizen.",5,9
7869,5,18,88,Foggy,13.16,4.02,15.31,44.62,955.32,Very Poor,"Skill partner seven. Body morning vote star move.
Land old plan office various hand evidence grow. None nothing shake old school actually. Animal young sing life carry white much.",2,6
7870,10,11,23,Cloudy,3.29,48.5,3.55,16.34,923.25,Hazardous,Type speak address table similar significant individual. Feel mission themselves eat assume money. Institution government interesting together true.,5,8
7871,2,10,60,Foggy,13.36,39.22,6.44,9.94,1048.15,Very Poor,Your later part dream business assume compare third. Develop single energy avoid. Education low control follow sister pass level figure.,2,10
7872,3,3,83,Cloudy,11.67,78.16,8.16,18.7,1079.03,Very Poor,Seven admit message list range force. Language wide religious.,1,10
7873,10,12,67,Foggy,-8.9,79.71,6.89,35.85,994.21,Very Poor,"Then huge finally voice. Five star experience draw dinner growth country. Commercial glass knowledge three itself necessary.
Produce instead miss affect lay religious not.",5,6
7874,9,12,76,Cloudy,24.92,21.37,17.85,12.33,995.38,Good,Some brother charge while race. Region moment commercial remember quality company friend. Bank however others floor deal.,3,8
7875,9,7,98,Cloudy,-0.93,88.33,12.42,27.7,936.31,Good,"Color them social remember. Carry father purpose pretty.
Program per coach support world land foot medical. Go record probably party. Plan tell interview sense own.",3,10
7876,5,16,77,Rainy,17.57,86.15,0.94,23.18,945.41,Good,"Later lot each pattern heavy point chair. Type central play our author.
Mind similar environmental record. Stand once take campaign partner attack only.",5,8
7877,9,11,99,Foggy,-0.03,91.61,2.65,29.76,1041.79,Good,"Party when perform fire just. Smile during without key less. Attorney contain step for receive.
Article suddenly card man father along.",4,6
7878,4,18,42,Rainy,36.28,96.55,5.45,15.66,998.77,Very Poor,"Or owner relationship.
Account story its all. Price difference task summer paper social include agent.",1,10
7879,7,8,75,Clear,7.75,54.53,15.68,48.48,911.77,Good,Their before civil party quality pick. Until job major politics. Doctor bring direction word develop according hospital economic. Task character tough.,3,8
7880,1,11,65,Snowy,37.78,30.84,0.22,6.45,950.32,Moderate,"Child care fill food together special nothing. Development human institution claim charge list.
Expert activity who center better. Wonder memory take agent grow identify process.",1,9
7881,1,6,43,Clear,30.66,61.86,5.67,9.92,992.33,Poor,"Over administration similar finish. Everything ball would. Order sit ahead heart American decision.
Available young most. Realize allow this tonight institution however cut wish.",1,7
7882,8,6,39,Snowy,16.95,52.22,5.37,16.18,1023.52,Hazardous,"Federal threat occur site. Return approach almost analysis.
Father measure control.
Vote arrive product middle front under place. Wait will crime back bank buy forget.",3,10
7883,10,14,14,Clear,1.34,71.9,18.38,16.6,945.79,Hazardous,Raise anything follow management place performance television. Its hundred most economy of lot. Indicate power sing black be.,5,6
7884,4,11,4,Snowy,10.58,2.25,1.74,1.66,1018.47,Hazardous,"Above phone score increase science. Cell nice level place current return. Front page arm particular.
Even behavior between tonight government pick. Might professor where they.",4,10
7885,10,15,46,Cloudy,34.12,29.93,17.21,16.35,957.69,Good,"Offer image imagine human dog. Eight either especially base rock. President marriage hotel him put institution ten.
Age foot worry adult whom decision. Do control value town myself upon follow.",2,7
7886,10,10,11,Rainy,26.07,31.31,8.25,42.02,1023.76,Moderate,Although mention chance set lose politics argue. Them manager important. Good shake important test process perhaps.,1,9
7887,5,13,50,Snowy,5.42,56.71,16.65,31.83,954.56,Moderate,"Study suddenly old both.
Challenge upon international week sure. Themselves up young second character.
Life worker hand east what too word represent. Chair class leader case again.",4,6
7888,9,15,13,Clear,14.37,65.84,14.19,18.28,1054.59,Poor,Place conference third card. Finally white care.,4,8
7889,7,5,97,Cloudy,9.89,82.94,3.54,18.49,973.25,Poor,"Include little bring few. As manager condition shake often.
Feeling carry field. Always later would build sound some garden huge. Whose one loss south miss.",3,7
7890,2,10,84,Rainy,5.94,94.4,4.11,15.1,1028.71,Very Poor,"Force phone force throw wife. There maintain bed.
Detail already tell nature cultural effect. Personal compare ago example environment.",2,8
7891,3,1,3,Cloudy,23.59,88.91,17.81,8.93,900.28,Moderate,Paper shoulder remember sport show like school reduce. Significant those lot police capital leave. Specific fund political today.,4,9
7892,1,4,62,Rainy,1.93,90.83,5.88,36.37,994.8,Poor,"Increase school worry catch analysis. By citizen only available.
Effort movie ready property hit everybody more. Area expert growth care.",4,10
7893,9,17,14,Cloudy,15.93,25.9,6.02,37.37,966.5,Moderate,Stuff friend head human rise final control degree. Pass middle technology guy spend us list local. Prove address car crime vote government.,5,9
7894,3,12,7,Clear,-5.97,38.06,15.67,12.54,1063.31,Good,"Within chair owner work phone drop growth. Despite number fall while.
Type section plant learn bad expert popular. Might wide although mind. Attention never this building kid win eye support.",1,6
7895,4,11,94,Cloudy,38.76,3.3,3.37,26.54,999.67,Hazardous,Whom reality key brother administration media. Allow eat good view. Claim little enough whose join.,2,9
7896,4,1,42,Clear,-2.96,41.79,15.45,28.3,921.71,Moderate,"Under then arrive chair personal TV task such. Wind common authority resource small dark.
Why teacher next training. Until serve forget learn politics.
Last arm appear. Huge modern apply finish.",5,8
7897,5,5,30,Rainy,-2.14,81.91,18.03,16.0,929.95,Very Poor,"Doctor media each painting value. Reason difference also course we. Certainly new prevent mind section apply stock.
Else government project very discover. Just some join officer decision brother.",1,9
7898,10,3,12,Snowy,8.18,81.57,17.01,17.79,952.23,Poor,"Poor write chair at value the test. Month memory different sometimes market skin staff Democrat. Direction our lawyer page pay suffer.
East help stuff happy drug. Raise else seek section.",4,6
7899,10,3,98,Cloudy,33.9,41.33,17.7,24.66,970.92,Hazardous,"Include five task within public eye. Professor leave reality accept lot move. Rise deep four court last hot.
Everybody religious fear strategy rest learn stock.",3,6
7900,4,20,43,Foggy,33.63,44.23,11.42,31.41,1040.75,Hazardous,"Several last upon challenge that. Foreign whether now you. Be explain write rather difficult camera.
Though between herself something. About knowledge challenge west big.",4,10
7901,10,12,51,Foggy,7.72,96.62,2.66,46.5,1051.62,Hazardous,"After right TV health three produce rate.
Million which must. End land to us network.",3,7
7902,9,7,86,Snowy,9.14,97.43,16.7,15.47,900.22,Good,"Poor possible news catch appear data final. Wish nation girl serious.
Concern specific sign beat wife whom five. Cup ago experience most rock get understand. Begin yet cold myself both rest.",3,7
7903,1,3,70,Rainy,-3.28,40.78,18.4,30.99,930.2,Very Poor,"Memory if follow. She wife join politics. Carry allow form forget ask. Morning place father green.
Skill discussion us floor.",5,7
7904,3,13,60,Clear,12.18,96.67,2.72,32.07,1050.32,Very Poor,"On contain action work street later second. Center whether remain support book room.
Whole structure attack as every. Low office something her occur admit.",2,9
7905,7,6,2,Snowy,10.71,38.53,10.14,34.56,1056.48,Good,"Single democratic international can involve. Test various citizen career focus.
Quite war room share. Shoulder we authority hospital. Agency require husband media after far tax.",2,10
7906,3,1,90,Snowy,38.59,61.9,5.48,32.48,1004.39,Poor,"Happy program suddenly time break nothing. Off bad buy model. Center day back action.
Stop action whose. Body wrong born property success significant gun. Majority product because position message.",1,10
7907,10,20,49,Cloudy,17.95,92.4,4.4,23.65,907.27,Very Poor,Program both issue hotel back of. Next in talk past support. Particularly attorney everyone bill.,1,10
7908,5,6,34,Clear,39.86,35.01,16.52,44.8,1046.25,Poor,"Fill recently magazine back to.
Important trial cell course. Service her subject him.",5,10
7909,2,8,50,Foggy,-2.33,81.57,13.44,9.73,977.91,Very Poor,Federal book significant issue say air. Imagine white pretty marriage than computer once. I site statement experience attack different.,5,7
7910,5,1,36,Snowy,37.67,44.19,3.23,2.17,1094.5,Moderate,"Girl each drug professional week wall head. Expert maybe situation yet full. On decision Mr response research.
Line use fly source major simply. Skin with fund chance.",1,9
7911,1,18,53,Snowy,-9.82,29.31,15.94,27.4,1015.69,Very Poor,"Include while every election focus break start stay.
Democrat spring show over rate old. Require catch senior.",1,9
7912,3,5,48,Rainy,36.3,57.07,9.62,33.14,1054.99,Poor,Community report many different well plan doctor receive. Open close charge break common some just. Risk today large rest agreement.,3,8
7913,7,12,38,Rainy,4.03,16.22,18.98,1.54,953.46,Good,"Together job whose rule still democratic. Physical national southern catch at move.
Window many one win. Father contain college condition impact bar.",4,10
7914,3,14,81,Foggy,29.65,91.97,8.16,19.27,1095.08,Hazardous,"Own though above as both arm. Network bill nothing.
Manage age western let. Line level force bag. Newspaper far training bar. Hand summer improve scene offer international.",3,6
7915,1,12,48,Cloudy,30.48,11.09,1.81,1.11,1091.7,Poor,"Money add laugh economic. Western Congress factor reflect pass. Let story himself the effect step.
Church fire hot describe better whether. Fight finally join particular ahead television.",5,10
7916,10,3,65,Snowy,-7.87,49.35,14.43,47.01,1068.08,Moderate,"Own like involve hard amount process trial. Yet understand left activity success often join.
Look specific data suggest admit research. Camera drop the vote will sell three suggest.",4,6
7917,3,2,84,Clear,14.07,64.92,7.83,33.18,1062.2,Hazardous,"Size street manage chance. Community rule staff skill always. Including whom eye own direction especially east environmental.
Establish seek beat local. Support including character near.",1,9
7918,10,15,73,Rainy,36.36,19.72,2.1,19.77,929.63,Moderate,Save traditional way situation wish improve whose conference. Upon religious less entire weight.,2,10
7919,2,12,100,Cloudy,22.88,35.22,4.89,15.64,1096.62,Moderate,Itself sell purpose energy special against bar before. Catch room sport instead claim radio red.,2,9
7920,10,4,16,Rainy,-3.98,75.19,11.62,23.3,1017.92,Good,"Machine toward half around when. Interesting high friend group there now mouth street.
Sing material entire region federal see. Bad will coach enter daughter.
Attack time major trouble.",3,10
7921,4,18,66,Cloudy,16.99,5.52,3.53,28.2,1062.93,Moderate,Firm father little chance structure some door. Power choose reflect recently their tend red chair. Myself ability technology spend six example.,5,8
7922,4,10,41,Rainy,7.93,21.14,13.56,43.13,1099.92,Moderate,"Life maintain edge present own. He six stuff trade professional degree.
Specific recently number husband city. Of will might way.",5,8
7923,1,6,78,Cloudy,-4.93,82.37,18.69,18.79,932.38,Good,"Again rest force financial. Very chance say certain car magazine present get.
Bag same improve. Avoid out key better. Myself thousand car carry nature son food.",2,9
7924,1,11,76,Cloudy,6.32,17.55,18.63,9.33,970.44,Hazardous,"Yard his per. Pattern start middle.
Pattern large live establish nation message wide. Reach rather thousand chair win.
Great note talk above only be maintain. Late already mention but site.",1,10
7925,5,4,84,Clear,9.25,79.07,0.77,23.61,1087.6,Very Poor,"Hotel use never sure action.
Listen theory tell really describe now management. Child mother interest record young cultural.",5,6
